prov_insc;cant_insc;parr_insc;mcap_bie;dur_mat;cau_div;nac_1;sexo_1;edad_1;hijos_1;p_etnica1;niv_inst1;nac_2;sexo_2;edad_2;hijos_2;p_etnica2;niv_inst2
Guayas;Daule;Daule; No;33;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;53;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;49;0;Mestizo; Educación media o Bachillerato
Pichincha;Quito;Iñaquito; No;5;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;41;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;34;3;Mestizo; Educación media o Bachillerato
Guayas;Daule;Daule; No;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;46;0;Montubio; Educación Básica; Ecuatoriano;Mujer;38;2;Mestizo; Educación Básica
Guayas;Daule;Daule; No;23;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;48;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;39;0;Mestizo; Educación media o Bachillerato
Guayas;Daule;Daule; No;22;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;40;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;40;0;Mestizo; Educación Básica
Guayas;Daule;Daule; No;14;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;45;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;38;2;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;2;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;32;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;30;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;22;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;52;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;46;0;Mestizo; Educación media o Bachillerato
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;38;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;42;1;Mestizo; Superior Universitario
Guayas;Durán;Eloy Alfaro (Durán); No;28;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;49;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;46;0;Mestizo; Primaria
Pichincha;Quito;Iñaquito; No;2;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;62;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;43;0;Mestizo; Superior Universitario
Pichincha;Quito;El Quinche; No;10;Los tratos crueles o violencia contra la mujer o miembros del núcleo familiar; Ecuatoriano;Hombre;47;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;42;2;Mestizo; Educación Básica
Guayas;Durán;Eloy Alfaro (Durán); Si;13;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;41;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;33;2;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;12; Sin información; Ecuatoriano;Hombre;40;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;39;1;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;25;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;55;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;61;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;15;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;36;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;38;4;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;26;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;49;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;45;1;Sin información; Superior Universitario
Guayas;Durán;Eloy Alfaro (Durán); No;11;El que uno de los cónyuges sea ebrio consuetudinario o toxicómano; Ecuatoriano;Hombre;56;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;41;1;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;13;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;38;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;41;3;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;24;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;49;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;55;0;Mestizo; Superior no Universitario
Guayas;Durán;Eloy Alfaro (Durán); No;7;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;31;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;30;1;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;3;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;33;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;30;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;9;El que uno de los cónyuges sea ebrio consuetudinario o toxicómano; Ecuatoriano;Hombre;46;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;30;1;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;6;El que uno de los cónyuges sea ebrio consuetudinario o toxicómano; Ecuatoriano;Hombre;28;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;30;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;4;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;28;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;30;2;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;39;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;66;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;59;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;15;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;45;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;43;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;14;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;31;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;28;1;Mestizo; Educación media o Bachillerato
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;37;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;61;0;Mestizo; Primaria; Ecuatoriano;Mujer;54;0;Mestizo; Primaria
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;48;0;Mestizo; Secundaria; Ecuatoriano;Mujer;40;2;Mestizo; Educación media o Bachillerato
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; Sin información;14;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;51;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;51;0;Mestizo; Educación media o Bachillerato
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;6;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;30;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;32;2;Mestizo; Superior Universitario
Guayas;Durán;Eloy Alfaro (Durán); No;6;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;36;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;48;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;31;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;58;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;54;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;3;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;33;0;Montubio; Educación media / Bachillerato; Ecuatoriano;Mujer;29;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;4;El que uno de los cónyuges sea ebrio consuetudinario o toxicómano; Ecuatoriano;Hombre;32;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;28;1;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;39;El que uno de los cónyuges sea ebrio consuetudinario o toxicómano; Ecuatoriano;Hombre;65;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;69;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;9;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;52;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;47;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;22;El que uno de los cónyuges sea ebrio consuetudinario o toxicómano; Ecuatoriano;Hombre;48;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;50;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;5;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;29;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;29;3;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;11;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;55;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;44;0;Montubio; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;51;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;39;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;13;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;51;0;Montubio; Educación media / Bachillerato; Ecuatoriano;Mujer;43;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;9;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;31;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;29;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;28;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;54;0;Montubio; Educación media / Bachillerato; Ecuatoriano;Mujer;56;0;Montubio; Educación media o Bachillerato
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;22;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;49;0;Mestizo; Primaria; Ecuatoriano;Mujer;41;1;Mestizo; Secundaria
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;16;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;36;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;36;1;Mestizo; Primaria
Guayas;Durán;Eloy Alfaro (Durán); No;26;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;48;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;43;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;16;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;37;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;37;3;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;12;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;55;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;52;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;16;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;40;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;34;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;23;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;51;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;43;0;Montubio; Educación media o Bachillerato
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;3;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;30;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;27;0;Mestizo; Superior Universitario
Guayas;Durán;Eloy Alfaro (Durán); No;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;41;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;44;2;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;27;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;54;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;49;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;12;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;39;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;49;1;Mestizo; Educación media o Bachillerato
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;7;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;44;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;37;2;Mestizo; Superior Universitario
Guayas;El Empalme;Velasco Ibarra (El Empalme), cabecera cantonal; No;14;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;46;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;38;1;Mestizo; Educación media o Bachillerato
Guayas;El Empalme;Velasco Ibarra (El Empalme), cabecera cantonal; No;20;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;42;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;39;0;Mestizo; Educación Básica
Guayas;Naranjal;Naranjal, cabecera cantonal; No;21;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;43;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;36;0;Mestizo; Educación media o Bachillerato
Guayas;Naranjal;Naranjal, cabecera cantonal; No;3;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;53;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;52;0;Mestizo; Educación Básica
Guayas;Naranjal;Naranjal, cabecera cantonal; No;12;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;38;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;35;0;Mestizo; Educación media o Bachillerato
Guayas;Naranjal;Naranjal, cabecera cantonal; No;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;46;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;36;0;Mestizo; Educación media o Bachillerato
Guayas;Naranjal;Naranjal, cabecera cantonal; No;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;46;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;51;0;Mestizo; Educación media o Bachillerato
Guayas;Naranjal;Naranjal, cabecera cantonal; No;29;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;50;1;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;51;1;Mestizo; Educación media o Bachillerato
Guayas;Naranjal;Naranjal, cabecera cantonal; No;13;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;48;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;33;1;Mestizo; Educación Básica
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;28;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;76;0;Mestizo; Primaria; Ecuatoriano;Mujer;69;0;Mestizo; Primaria
Guayas;Durán;Eloy Alfaro (Durán); No;5;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;24;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;22;1;Montubio; Educación media o Bachillerato
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;20;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;47;0;Mestizo; Primaria; Ecuatoriano;Mujer;39;2;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;19;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;40;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;37;1;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;28;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;63;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;57;0;Mestizo; Educación media o Bachillerato
Guayas;Durán;Eloy Alfaro (Durán); No;15;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;39;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;37;0;Montubio; Educación media o Bachillerato
Guayas;El Empalme;Velasco Ibarra (El Empalme), cabecera cantonal; No;3;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;45;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;33;0;Mestizo; Educación Básica
Guayas;El Empalme;Velasco Ibarra (El Empalme), cabecera cantonal; No;30;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;58;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;46;0;Mestizo; Educación Básica
Guayas;Naranjal;Naranjal, cabecera cantonal; No;9;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;33;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;30;0;Mestizo; Educación media o Bachillerato
Guayas;Naranjal;Naranjal, cabecera cantonal; No;15;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;47;0;Mestizo; Secundaria; Ecuatoriano;Mujer;39;1;Mestizo; Educación Básica
Guayas;Naranjal;Naranjal, cabecera cantonal; No;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;33;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;34;1;Mestizo; Educación Básica
Guayas;Naranjal;Naranjal, cabecera cantonal; No;12;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;49;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;42;0;Mestizo; Educación Básica
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;21;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;71;0;Mestizo; Primaria; Ecuatoriano;Mujer;51;0;Mestizo; Primaria
Guayas;Durán;Eloy Alfaro (Durán); No;25;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;46;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;47;1;Mestizo; Secundaria
Guayas;Naranjal;Naranjal, cabecera cantonal; No;13;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;60;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;55;0;Mestizo; Educación Básica
Guayas;Durán;Eloy Alfaro (Durán); No;26;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;54;2;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;57;0;Mestizo; Educación media o Bachillerato
Guayas;Naranjal;Naranjal, cabecera cantonal; No;17;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;60;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;43;0;Mestizo; Educación media o Bachillerato
Guayas;El Empalme;Velasco Ibarra (El Empalme), cabecera cantonal; No;29;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;55;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;52;0;Mestizo; Educación media o Bachillerato
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;16;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;45;0;Mestizo; Primaria; Ecuatoriano;Mujer;34;0;Mestizo; Educación media o Bachillerato
Guayas;El Empalme;Velasco Ibarra (El Empalme), cabecera cantonal; No;21;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;44;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;37;2;Mestizo; Superior Universitario
Guayas;Naranjal;Naranjal, cabecera cantonal; No;6;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;26;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;25;0;Mestizo; Educación Básica
Guayas;Naranjito;Naranjito, cabecera cantonal; No;0;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;51;0;Mestizo; Primaria; Extranjero;Mujer;41;0;Mestizo; Educación media o Bachillerato
Guayas;Naranjal;Naranjal, cabecera cantonal; No;19;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;42;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;36;0;Mestizo; Superior no Universitario
Guayas;Naranjito;Naranjito, cabecera cantonal; Sin información;18;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;37;0;Mestizo; Primaria; Ecuatoriano;Mujer;39;0;Mestizo; Superior Universitario
Guayas;Naranjito;Naranjito, cabecera cantonal; No;9;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;40;0;Mestizo; Primaria; Ecuatoriano;Mujer;43;2;Mestizo; Superior Universitario
Guayas;Naranjito;Naranjito, cabecera cantonal; No;5;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;37;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;27;1;Mestizo; Educación media o Bachillerato
Guayas;Naranjito;Naranjito, cabecera cantonal; No;9;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;40;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;36;3;Mestizo; Educación media o Bachillerato
Guayas;Naranjito;Naranjito, cabecera cantonal; No;25;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;52;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;49;0;Mestizo; Educación media o Bachillerato
Guayas;Naranjito;Naranjito, cabecera cantonal; No;6;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;48;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;49;0;Mestizo; Educación media o Bachillerato
Guayas;Naranjito;Naranjito, cabecera cantonal; No;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;23;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;21;1;Mestizo; Educación media o Bachillerato
Guayas;San Jacinto de Yaguachi;San Jacinto de Yaguachi, cabecera cantonal; No;17;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;36;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;34;2;Mestizo; Educación media o Bachillerato
Guayas;San Jacinto de Yaguachi;San Jacinto de Yaguachi, cabecera cantonal; No;15;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;51;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;51;0;Mestizo; Secundaria
Guayas;San Jacinto de Yaguachi;San Jacinto de Yaguachi, cabecera cantonal; No;14;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;37;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;38;0;Mestizo; Educación media o Bachillerato
Guayas;San Jacinto de Yaguachi;San Jacinto de Yaguachi, cabecera cantonal; No;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;65;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;55;0;Mestizo; Educación Básica
Guayas;San Jacinto de Yaguachi;San Jacinto de Yaguachi, cabecera cantonal; No;41;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;61;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;63;2;Mestizo; Educación media o Bachillerato
Guayas;Naranjal;Naranjal, cabecera cantonal; No;23;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;47;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;43;2;Mestizo; Educación media o Bachillerato
Guayas;Naranjal;Naranjal, cabecera cantonal; Sin información;23;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;62;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;47;1;Mestizo; Educación media o Bachillerato
Guayas;San Jacinto de Yaguachi;San Jacinto de Yaguachi, cabecera cantonal; No;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;42;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;35;0;Mestizo; Educación media o Bachillerato
Guayas;Naranjal;Naranjal, cabecera cantonal; No;16; Sin información; Ecuatoriano;Hombre;38;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;31;0;Mestizo; Educación media o Bachillerato
Guayas;Naranjal;Naranjal, cabecera cantonal; No;15;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;45;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;41;0;Mestizo; Educación media o Bachillerato
Guayas;Naranjito;Naranjito, cabecera cantonal; Sin información;2;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;29;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;30;0;Mestizo; Superior Universitario
Guayas;Naranjal;Naranjal, cabecera cantonal; No;31;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;52;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;49;0;Mestizo; Educación Básica
Guayas;Naranjal;Naranjal, cabecera cantonal; No;4;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;26;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;24;2;Mestizo; Educación media o Bachillerato
Guayas;San Jacinto de Yaguachi;San Jacinto de Yaguachi, cabecera cantonal; No;33;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;53;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;51;0;Mestizo; Educación Básica
Guayas;Samborondón;Samborondón; No;9;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;30;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;37;1;Mestizo; Educación media o Bachillerato
Guayas;Samborondón;Samborondón; No;48;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;68;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;62;0;Mestizo; Educación Básica
Guayas;Samborondón;Samborondón; No;1;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;27;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;21;0;Mestizo; Educación media o Bachillerato
